coordinates,Name,Description
"-87.62603,41.876704,0,-87.626054,41.878307,0,-87.626098,41.87951,0","Brown, Green, Orange, Pink, Purple (Exp)","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>31</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100031</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Green, Orange, Pink, Purple (Exp)</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Adams/Wabash to Tower 12</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.626222,41.884435,0,-87.626257,41.885343,0,-87.626255,41.885521,0,-87.626253,41.88557,0,-87.626268,41.885618,0,-87.626302,41.885658,0,-87.626347,41.885689,0,-87.626421,41.885723,0,-87.626503,41.885733,0,-87.626554,41.885736,0,-87.626612,41.885738,0,-87","Brown, Green, Orange, Pink, Purple (Exp)","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>47</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100047</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Green, Orange, Pink, Purple (Exp)</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>State/Lake to Randolph/Wabash</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.626156,41.882031,0,-87.626222,41.884435,0","Brown, Green, Orange, Pink, Purple (Exp)","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>43</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100043</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Green, Orange, Pink, Purple (Exp)</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Randolph/Wabash to Madison/Wabash</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.631734,41.876855,0,-87.629253,41.876886,0,-87.628209,41.876908,0","Brown, Orange, Pink, Purple (Express)","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>34</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100034</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Orange, Pink, Purple (Express)</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Library to LaSalle/Van Buren</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.633854,41.882695,0,-87.633845,41.88144,0,-87.633783,41.880141,0,-87.63374,41.878723,0","Brown, Orange, Pink, Purple (Express)","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>33</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100033</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Orange, Pink, Purple (Express)</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Quincy/Wells to Washington/Wells</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.63374,41.878723,0,-87.633686,41.877261,0,-87.633693,41.877063,0,-87.633645,41.876953,0,-87.633585,41.876907,0,-87.633528,41.876881,0,-87.633449,41.876859,0,-87.633375,41.876846,0,-87.632626,41.876849,0,-87.631734,41.876855,0","Brown, Orange, Pink, Purple (Express)","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>32</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100032</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Orange, Pink, Purple (Express)</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>LaSalle/Van Buren to Quincy/Wells</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.628209,41.876908,0,-87.627567,41.876932,0,-87.626496,41.876959,0,-87.626349,41.87696,0,-87.62625,41.876946,0,-87.626121,41.87688,0,-87.626051,41.876806,0,-87.62603,41.876704,0","Brown, Orange, Pink, Purple (Express)","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>35</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100035</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Orange, Pink, Purple (Express)</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Tower 12 to Library</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.633913,41.885725,0,-87.633889,41.884406,0,-87.633854,41.882695,0","Brown, Orange, Pink, Purple (Express)","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>45</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100045</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Orange, Pink, Purple (Express)</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Washington/Wells to Tower 18</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>ML</td> </tr> </table> </font> </body> </html>"
"-87.635947,41.896774,0,-87.636226,41.896986,0,-87.63634,41.897079,0,-87.636409,41.897148,0,-87.636492,41.897255,0,-87.636541,41.897376,0,-87.636542,41.89761,0,-87.636565,41.898666,0,-87.636578,41.898916,0,-87.636622,41.899752,0,-87.636639,41.900079,0,-87.","Brown, Purple","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>28</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100028</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Purple</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Sedgwick to Chicago</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>BR</td> </tr> </table> </font> </body> </html>"
"-87.635947,41.896774,0,-87.635834,41.896668,0,-87.635735,41.896545,0,-87.635685,41.896452,0,-87.635683,41.896328,0,-87.635645,41.89542,0,-87.635628,41.894336,0,-87.635595,41.893271,0,-87.63558,41.892606,0,-87.635535,41.891467,0,-87.635526,41.890512,0,-87.","Brown, Purple","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>27</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100027</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Purple</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Chicago to Merchandise Mart</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>BR</td> </tr> </table> </font> </body> </html>"
"-87.633973,41.888968,0,-87.633956,41.887069,0,-87.633913,41.885725,0","Brown, Purple","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>42</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100042</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Purple</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Merchandise Mart to Tower 18</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>BR</td> </tr> </table> </font> </body> </html>"
"-87.639302,41.910409,0,-87.639746,41.910405,0,-87.640378,41.910401,0,-87.641,41.910397,0,-87.64255,41.910387,0,-87.643479,41.910363,0,-87.64523,41.910341,0,-87.645804,41.910342,0,-87.646456,41.910333,0,-87.646644,41.91033,0,-87.646818,41.910338,0,-87.6469","Brown, Purple","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>37</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100037</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Purple</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Subway Portal to Sedgwick</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>BR</td> </tr> </table> </font> </body> </html>"
"-87.653454,41.942177,0,-87.653442,41.941852,0,-87.653423,41.941457,0,-87.653397,41.940832,0,-87.653383,41.939914,0,-87.65338,41.939751,0","Brown, Purple (Express), Red","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>6</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100006</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Purple (Express), Red</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Clark Junction to Belmont</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.65338,41.939751,0,-87.653375,41.939388,0,-87.653368,41.938929,0,-87.653364,41.93865,0,-87.653326,41.937632,0,-87.653309,41.93717,0,-87.653275,41.936267,0,-87.653266,41.936033,0","Brown, Purple (Express), Red","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>7</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100007</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Purple (Express), Red</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Belmont to Wellington</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.653266,41.936033,0,-87.653235,41.93532,0,-87.653217,41.93491,0,-87.653196,41.934452,0,-87.653137,41.933117,0,-87.653131,41.932731,0","Brown, Purple (Express), Red","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>76</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100076</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Purple (Express), Red</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Wellington to Diversey</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.652866,41.925051,0,-87.652817,41.923522,0,-87.65276,41.921718,0,-87.652741,41.921129,0,-87.652644,41.918217,0","Brown, Purple (Express), Red","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>9</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100009</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Purple (Express), Red</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Fullerton to Armitage</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.653131,41.932731,0,-87.653096,41.932177,0,-87.65307,41.931515,0,-87.653047,41.930902,0,-87.653024,41.930302,0,-87.652993,41.929508,0,-87.652962,41.928703,0,-87.652955,41.928418,0,-87.652935,41.927678,0,-87.652922,41.927149,0,-87.652891,41.925991,0,-87","Brown, Purple (Express), Red","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>8</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100008</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Purple (Express), Red</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Diversey to Fullerton</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.652644,41.918217,0,-87.65264,41.918082,0,-87.652625,41.917633,0,-87.65261,41.917179,0,-87.652548,41.915626,0,-87.652538,41.915402,0,-87.652525,41.915094,0,-87.652513,41.914754,0,-87.6525,41.914059,0","Brown, Purple (Express), Red","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>30</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100030</td> </tr> <tr> <td>RAIL LINES</td> <td>Brown, Purple (Express), Red</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Armitage to Subway Portal</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.725404,41.885412,0,-87.725729,41.88543,0,-87.726246,41.88546,0,-87.726738,41.885488,0,-87.729255,41.885633,0,-87.729944,41.885672,0,-87.731133,41.88574,0,-87.732043,41.885792,0,-87.733114,41.885854,0,-87.733799,41.885893,0,-87.734312,41.885922,0,-87.7",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>86</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100086</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Cicero to Pulaski</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.618826,41.809209,0,-87.618768,41.806748,0,-87.618704,41.806483,0,-87.618674,41.806366,0,-87.618637,41.806211,0,-87.618619,41.806089,0,-87.618603,41.805794,0,-87.618581,41.803925,0,-87.618502,41.802092,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>124</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100124</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>51st to 47th</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.76565,41.887389,0,-87.766499,41.887388,0,-87.767413,41.887381,0,-87.768033,41.887361,0,-87.769016,41.88736,0,-87.770015,41.887354,0,-87.771897,41.887334,0,-87.773159,41.887305,0,-87.774135,41.887293,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>83</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100083</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Austin to Central</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.783661,41.887159,0,-87.784513,41.887146,0,-87.786193,41.887125,0,-87.787936,41.887099,0,-87.788602,41.887073,0,-87.789562,41.88706,0,-87.791243,41.887039,0,-87.792459,41.88701,0,-87.793783,41.886988,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>81</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100081</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Oak Park to Ridgeland</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.706155,41.884321,0,-87.706685,41.884353,0,-87.707449,41.884398,0,-87.708574,41.884465,0,-87.709348,41.884506,0,-87.711063,41.884599,0,-87.712074,41.884653,0,-87.712679,41.884686,0,-87.714142,41.884765,0,-87.714552,41.884789,0,-87.715298,41.884833,0,-8",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>88</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100088</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Conservatory to Kedzie</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
"-87.644023,41.779028,0,-87.64494,41.779022,0,-87.645405,41.779027,0,-87.645712,41.779084,0,-87.646033,41.779152,0,-87.646387,41.779215,0,-87.649587,41.779179,0,-87.652624,41.77913,0,-87.65709,41.779077,0,-87.661563,41.778992,0,-87.663845,41.778953,0",Green Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>121</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100121</td> </tr> <tr> <td>RAIL LINES</td> <td>Green Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Ashland to Halsted</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>GR</td> </tr> </table> </font> </body> </html>"
